time,Unnamed: 0.1,Unnamed: 0,空调光期温度设定,空调暗期温度设定,空调温度上限设定,空调温度下限设定,新风机手动开度,新风机手自动模式,空调自动模式,户外温度,户外湿度,1号室内温度,1号室内湿度,1号室内CO2浓度,2号室内温度,2号室内湿度,2号室内CO2浓度,1号PPFD,1号色温,1号PAR,1号红比,1号绿比,1号蓝比,2号PPFD,2号色温,2号PAR,2号红比,2号绿比,2号蓝比,3号PPFD,3号色温,3号PAR,3号红比,3号绿比,3号蓝比,1号风速,2号风速,营养液EC,营养液PH,营养液液温,空调手动开关机,空调开机指令下发,空调手动模式选择,空调风速选择,空调手动温度设定,空调手动操作指令下发,空调手自动切换,电磁阀手自动选择,电磁阀手动开阀,电磁阀手动关阀,平均温度,平均湿度,灯具负荷,自然负荷,新风负荷,总热渗入量,plant 1,plant 1 diff,plant 2,plant 2 diff,plant 3,plant 3 diff,plant 4,plant 4 diff,plant 5,plant 5 diff,plant 6,plant 6 diff,plant 7,plant 7 diff,plant 8,plant 8 diff,plant 9,plant 9 diff
2023-04-19 16:00:00,13722.0,13722.0,24.710345038052264,18.700000762939453,19.5,18.5,13.793103448275861,0.0,1.0,22.180715626683728,100.0,23.62413794418861,88.8103448275862,449.17241379310343,23.355172321714203,89.6344828112372,459.58620689655174,149.43641689376392,6383.770137392241,33.769168727882686,13.582208764964136,82.41231799947805,4.00549027837556,145.9409201391812,5843.0675680226295,32.73651280896417,13.420545643773572,79.30888366699219,3.822321710915401,140.8826704493178,5810.943982354526,31.707979040140092,14.22476732319799,81.73918046622441,4.036072731018066,0.0,0.013793103653809117,1.3713793137977863,6.389999866485596,22.700000762939453,1.0,0.0,2.793103448275862,3.1724137931034484,24.08965511979728,0.0,0.0,0.0,0.0,0.0,23.48965513295141,89.2224138194117,0.0,-0.9333360425954044,-0.7422472412558272,-1.6755832838512315,159.04206896551725,-0.03241379310343448,139.6389655172414,-4.793448275862059,115.65379310344828,-2.330689655172417,93.87965517241379,-9.843448275862066,142.55068965517242,-0.7486206896551727,,,159.47517241379313,5.5272413793103485,156.7086206896552,-40.41103448275862,141.2858620689655,3.593793103448263
2023-04-19 17:00:00,13781.0,13781.0,24.600000381469727,18.700000762939453,19.5,18.5,0.0,0.0,1.0,21.137651509252088,100.0,24.47241368787042,83.94137941557786,596.5172413793103,23.779310357981714,85.44482763882341,564.2758620689655,155.0438979576374,6376.040375808189,35.02227020263672,13.67929853242019,82.39149212015086,3.9306203003587394,151.3960960651266,6052.4050882273705,34.03320457195414,13.918147744803592,82.11253751557449,3.9693323003834693,146.17302414466596,5771.939570985991,32.911051519985854,14.417486684075717,81.53723223456021,4.044093378658952,0.0,0.0,1.3658620776801274,6.416896606313771,22.796551079585633,1.0,0.0,2.3793103448275863,3.310344827586207,24.0,0.13793103448275862,0.0,0.0,0.0,0.0,24.12586202292607,84.69310352720063,0.0,-2.1307360362489476,-2.1307360362489476,-4.261472072497895,160.49,0.3100000000000023,145.33999999999997,1.4300000000000068,116.24,1.1400000000000006,93.64,0.9500000000000028,142.73,0.09999999999999432,,,153.71,1.2300000000000182,155.68,1.200000000000017,136.45103448275862,-3.9200000000000013
2023-04-19 17:30:00,13810.0,13810.0,24.600000381469727,18.700000762939453,19.5,18.5,0.0,0.0,1.0,20.562340835045124,100.0,24.468965530395508,83.17241431926858,895.3448275862069,23.75862068965517,85.08620768579944,862.6206896551724,155.17746076912715,6377.283556707974,35.049178682524584,13.67571419682996,82.39212693839238,3.9321841371470483,151.54780368147226,6053.109711745689,34.07687601549872,13.908771942401755,82.12104744746767,3.9701139762483795,146.4234997979526,5772.4971713362065,32.96253506890659,14.421803309999664,81.53430544096848,4.043910782912682,0.0,0.020689655480713675,1.3682758684816032,6.420000076293945,22.917241063611268,1.0,0.0,2.4482758620689653,3.103448275862069,24.0,0.1724137931034483,0.0,0.0,0.0,0.0,24.11379311002534,84.12931100253401,0.0,-2.532354166043956,-2.532354166043956,-5.064708332087912,160.9210344827586,0.4737931034482762,146.17620689655172,1.0334482758620689,116.82620689655172,0.743448275862075,94.52793103448276,1.0189655172413807,142.73,0.013793103448275078,,,154.43,0.9320689655172483,156.64827586206897,1.1751724137930961,134.2,-4.0800000000000125
2023-04-19 18:00:00,13839.5,13839.5,24.600000381469727,18.700000762939453,19.5,18.5,0.0,0.0,1.0,19.543691635131836,100.0,24.516666730244953,83.85666631062826,910.8,23.826666386922206,85.68666712443034,882.9333333333333,155.29142201741536,6376.215804036458,35.092206446329754,13.681054910024008,82.38414764404297,3.9348186175028483,151.44633941650392,6053.032096354166,34.044653447469074,13.90528491338094,82.12340240478515,3.971329092979431,146.36877950032553,5773.451936848958,32.93131612141927,14.423821353912354,81.53336003621419,4.0428433577219645,0.0,0.006666666766007741,1.3666666746139526,6.420000076293945,23.020000076293947,1.0,0.0,2.6,2.8,24.0,0.0,0.0,0.0,0.0,0.0,24.17166655858358,84.7716667175293,0.0,-3.2999659492299567,-3.2999659492299567,-6.599931898459913,160.752,-0.08800000000000238,147.07666666666668,1.0900000000000034,117.40666666666668,0.7133333333333383,95.05,0.7233333333333292,142.82333333333332,0.09333333333334319,,,155.28666666666666,0.9966666666666507,157.81666666666666,1.3566666666666738,135.02666666666667,-0.5333333333333314
2023-04-19 18:30:00,13869.0,13869.0,24.600000381469727,18.700000762939453,19.5,18.5,0.0,0.0,1.0,18.35448613660089,100.0,24.48620684393521,84.57586248989763,915.2758620689655,23.8827585023025,86.22413793103448,879.3103448275862,155.2503856790477,6376.966173895474,35.07261184166218,13.682642147458832,82.38350125016838,3.933872411990988,151.82653492894667,6054.4939554148705,34.13414711787783,13.910026681834253,82.12091774776064,3.9690708703008193,146.67757968244882,5773.908775592672,33.0188664403455,14.422943213890338,81.53248596191406,4.044646345335861,0.0,0.006896551826904559,1.366206904937481,6.420000076293945,23.127586693599305,1.0,0.0,2.8620689655172415,2.206896551724138,24.0,0.10344827586206896,0.0,0.0,0.0,0.0,24.184482673118858,85.40000021046606,0.0,-4.157064455372796,-4.157064455372796,-8.314128910745591,160.90862068965518,0.09448275862068801,147.74,0.8748275862068918,113.1651724137931,-4.107241379310346,95.5248275862069,0.5796551724137913,142.91827586206898,0.1206896551724187,,,155.98758620689657,0.8958620689655169,158.81655172413795,1.2665517241379365,135.6193103448276,0.8634482758620765
2023-04-19 19:00:00,13898.0,13898.0,24.600000381469727,18.700000762939453,19.5,18.5,0.0,0.0,1.0,17.9897021589608,100.0,24.427585930659856,85.51724085314521,914.0344827586207,23.9068963938746,86.85517172977842,885.551724137931,155.34768676757812,6375.365975215517,35.09322896497003,13.685326280265018,82.38078071331155,3.9339751375132592,151.9407643285291,6053.836206896552,34.15976859783304,13.908992274054166,82.11968494283742,3.971337186879125,146.76569497996363,5773.966948410561,33.02101490415376,14.426877251986799,81.52633824841729,4.046810922951534,0.0,0.0,1.3555172558488517,6.420000076293945,23.21724187916723,1.0,0.0,2.8620689655172415,2.3448275862068964,24.0,0.1724137931034483,0.0,0.0,0.0,0.0,24.167241162267228,86.18620629146181,0.0,-4.40487874246014,-4.40487874246014,-8.80975748492028,161.30517241379312,0.5,148.20000000000002,0.579999999999992,108.49793103448276,-6.589310344827592,95.29758620689655,-0.10517241379309894,143.03620689655173,0.1386206896551708,,,156.5337931034483,0.695172413793122,159.58241379310346,0.9872413793103348,136.02586206896552,0.489310344827593
2023-04-19 19:30:00,13927.5,13927.5,24.600000381469727,18.700000762939453,19.5,18.5,0.0,0.0,1.0,17.80420519510905,100.0,24.419999694824224,86.24000040690105,915.2666666666667,23.89999980926514,87.38333358764649,892.5666666666667,154.7423884073893,6377.018326822917,34.95162353515625,13.682349967956544,82.38404083251953,3.9336283763249713,151.78689931233723,6053.881803385417,34.127148946126304,13.906352297465007,82.12197875976562,3.9716872056325276,146.74260355631512,5774.338395182292,33.032731246948245,14.428129323323567,81.52510121663411,4.046789709726969,0.0,0.0,1.3643333435058593,6.420000076293945,23.299999237060547,1.0,0.0,2.7333333333333334,2.533333333333333,24.0,0.0,0.0,0.0,0.0,0.0,24.15999975204468,86.81166699727376,0.0,-4.53198341933656,-4.53198341933656,-9.06396683867312,161.694,0.4773333333333312,148.68533333333335,0.568000000000012,108.94533333333334,0.5186666666666667,93.91300000000001,-1.7239999999999938,143.20600000000002,0.21200000000000613,,,157.043,0.619999999999996,160.23,0.7829999999999842,136.67600000000002,0.7590000000000089
2023-04-19 20:00:00,13957.0,13957.0,24.600000381469727,18.700000762939453,19.5,18.5,0.0,0.0,1.0,17.392741104652142,100.0,24.420689352627463,86.57586222681506,918.1379310344828,23.91034474866144,87.73448312693628,898.4827586206897,155.2326949547077,6376.545359644397,35.05902073301118,13.675198357680749,82.38949506036167,3.9353283109336066,151.6738975787985,6054.692500673491,34.1013069152832,13.91338167519405,82.11292187920932,3.9737103889728416,146.623726680361,5774.511095770474,32.99765461888806,14.42131808708454,81.53272957637392,4.045972708998056,0.0,0.006896551826904559,1.3586207011650349,6.420000076293945,23.39999961853028,1.0,0.0,2.8620689655172415,2.2758620689655173,24.0,0.13793103448275862,0.0,0.0,0.0,0.0,24.16551705064445,87.15517267687568,0.0,-4.82931095634995,-4.82931095634995,-9.6586219126999,161.98,0.3299999999999841,149.11,0.4900000000000091,109.5,0.6400000000000006,94.03,0.12999999999999545,143.17,-0.040000000000020464,,,157.52,0.5300000000000011,161.04,0.9000000000000057,137.27,0.6599999999999966
2023-04-19 20:30:00,13986.5,13986.5,24.600000381469727,18.700000762939453,19.5,18.5,0.0,0.0,1.0,17.43422114054362,100.0,24.429999732971194,86.64333368937174,914.1333333333333,23.903332964579267,88.02666702270508,898.3333333333334,155.09589080810548,6376.05888671875,35.02476183573405,13.677610842386882,82.3874148050944,3.9349887371063232,151.63262023925782,6053.891080729167,34.09015032450358,13.914511108398438,82.11120986938477,3.974300909042358,146.65180358886718,5775.45126953125,33.01159413655599,14.421970876057943,81.5312385559082,4.0468132813771565,0.0,0.026666667064030963,1.362000012397766,6.420000076293945,23.473333231608073,1.0,0.0,2.8666666666666667,2.2,24.0,0.06666666666666667,0.0,0.0,0.0,0.0,24.16666634877523,87.3350003560384,0.0,-4.800553224616531,-4.800553224616531,-9.601106449233061,162.36266666666663,0.4046666666666624,149.418,0.3406666666666524,109.89200000000001,0.4346666666666683,94.20733333333332,0.18599999999999758,143.143,-0.03100000000000307,,,157.95200000000003,0.4849999999999909,161.382,0.4319999999999965,137.39600000000002,0.19199999999998738
2023-04-19 21:00:00,14016.0,14016.0,23.472414345576844,18.700000762939453,19.5,18.5,27.586206896551722,0.0,1.0,17.4233723344474,100.0,24.575862161044416,84.7241387202822,912.3103448275862,23.993103421967604,86.12068912900727,901.3448275862069,155.15247529128501,6376.852202316811,35.04739603502997,13.68414776900719,82.37948976714036,3.936378339241291,151.6188191380994,6054.125084186422,34.09301810429014,13.907401841262292,82.12044340988686,3.9721762558509566,146.60531984526534,5775.208209859914,32.99950829867659,14.426642779646249,81.52247093463767,4.047512745035106,0.0,0.0,1.367241386709542,6.420000076293945,23.537931179178173,1.0,0.0,2.0,4.517241379310345,23.717241484543372,0.13793103448275862,0.0,0.0,0.0,0.0,24.28448279150601,85.42241392464473,0.0,-4.8922976586295,-3.538005170293759,-8.43030282892326,162.36724137931037,0.07620689655174401,144.26620689655172,-5.094137931034481,109.98068965517241,0.1620689655172405,94.22,0.04586206896551669,143.10965517241377,-0.03758620689654596,,,158.22,0.33586206896550874,161.25344827586204,-0.06172413793102833,137.7503448275862,0.3789655172413747
2023-04-19 21:30:00,14045.0,14045.0,22.700000762939453,18.700000762939453,19.5,18.5,0.0,0.0,1.0,17.248663409002894,100.0,24.37241337217134,87.8344831795528,910.7586206896551,23.803448249553814,89.34137936296135,894.448275862069,155.27008582805766,6376.680798760776,35.050453712200294,13.686828646166571,82.37686762316474,3.93631676147724,151.62322734964306,6054.801320043103,34.08022992364292,13.91061756528657,82.1156268941945,3.973605953413865,146.57450919315733,5776.546605603448,32.99288230106748,14.426646824540763,81.52687809385102,4.046494039995917,0.0,0.0,1.3603448415624684,6.420000076293945,23.600000381469727,1.0,0.0,2.8620689655172415,2.3448275862068964,24.0,0.06896551724137931,0.0,0.0,0.0,0.0,24.087930810862577,88.58793127125708,0.0,-4.87672252272754,-4.87672252272754,-9.75344504545508,162.36,-0.029999999999972715,142.62,-6.819999999999993,110.0,0.0799999999999983,94.22,0.0,143.1,-0.03999999999999204,,,158.29,0.28999999999999204,161.19,-0.22999999999998977,137.88,0.46999999999999886
2023-04-19 22:00:00,14074.5,14074.5,22.700000762939453,18.700000762939453,19.5,18.5,0.0,0.0,1.0,16.91416015625,100.0,24.469999885559087,87.02666575113932,917.3,23.929999732971194,88.36333440144857,897.0666666666667,155.05976409912108,6376.1265625,35.0264695485433,13.681774457295736,82.38047892252604,3.937792682647705,151.80104166666666,6054.734293619792,34.13514747619629,13.91754846572876,82.10717798868815,3.974527621269226,146.79901275634765,5776.294873046875,33.04219017028809,14.42702128092448,81.5255500793457,4.047448841730754,0.0,0.006666666766007741,1.3633333404858907,6.420000076293945,23.670000648498537,1.0,0.0,2.8666666666666667,2.2666666666666666,24.0,0.1,0.0,0.0,0.0,0.0,24.19999980926514,87.69500007629395,0.0,-5.195149749983313,-5.195149749983313,-10.390299499966625,162.69,0.3299999999999841,143.23,0.6099999999999852,110.80233333333334,0.8049999999999983,85.172,-9.048,143.11933333333334,0.018000000000010157,,,158.89899999999997,0.618666666666662,161.48966666666666,0.29200000000000254,138.50833333333333,0.6440000000000055
2023-04-19 22:30:00,14104.0,14104.0,22.700000762939453,18.700000762939453,19.5,18.5,0.0,0.0,1.0,16.615879716544317,100.0,24.43793079770845,86.68275872592268,911.3793103448276,23.906896459645242,87.91034435403758,894.0344827586207,155.20563007223194,6375.063207165948,35.06063855927566,13.685195659768992,82.37901095686287,3.9358143888670822,151.6753061228785,6055.3033236799565,34.107887268066406,13.917170524597168,82.10828215500405,3.974564026141989,146.71524258317618,5776.1390591325435,33.02984855914938,14.43245243204051,81.51964069234914,4.047930487271013,0.0,0.0,1.36517242316542,6.420000076293945,23.700000762939453,1.0,0.0,2.8620689655172415,2.2758620689655173,24.0,0.034482758620689655,0.0,0.0,0.0,0.0,24.172413628676846,87.29655153998013,0.0,-5.388167614711319,-5.388167614711319,-10.776335229422639,162.7189655172414,0.2793103448275752,143.22275862068966,0.45551724137929883,110.87586206896552,0.6755172413793085,84.78344827586206,-7.5,143.16137931034484,0.05724137931035059,,,158.92,0.4996551724137895,161.5703448275862,0.3162068965517266,136.92655172413794,-1.0879310344827542
2023-04-19 23:30:00,14162.5,14162.5,22.700000762939453,18.700000762939453,19.5,18.5,0.0,0.0,1.0,16.180169423421223,100.0,24.396666272481287,86.33333282470703,917.4333333333333,23.88999989827474,87.51000010172525,898.2666666666667,150.0668030420939,6376.405826822916,33.89907858371735,13.664139556884766,82.42227834065756,3.9136050780614218,146.69244850352408,6050.590494791667,32.97377289123833,13.927433999379476,82.09625015258788,3.9763312180836996,141.8308448135853,5776.102067057292,31.935511403282483,14.426328309377034,81.52512105305989,4.04857546488444,0.0,0.029999999205271403,1.3550000190734863,6.429999828338623,23.799999237060547,1.0,0.0,2.8666666666666667,2.2,24.0,0.0,0.0,0.0,0.0,0.0,24.143333085378014,86.92166646321614,0.0,-5.678113941249134,-5.678113941249134,-11.356227882498269,159.17,-3.640000000000015,143.68,0.4800000000000182,111.34,0.3200000000000074,84.9,0.4100000000000108,143.28,-0.03999999999999204,,,159.29,0.37000000000000455,161.81,-0.030000000000001137,131.45,0.6699999999999875
2023-04-20 00:00:00,14192.0,14192.0,22.700000762939453,18.700000762939453,19.5,18.5,0.0,0.0,1.0,15.906669090534079,100.0,24.393103040497884,86.19310365874192,911.5172413793103,23.88965501456425,87.31034430142107,895.3448275862069,155.4980416133486,6166.418423356681,35.12422929961106,13.685032680116851,82.37711255303745,3.937882554942164,151.66549945699757,6055.296033135776,34.097353310420594,13.917630919094744,82.11083431901604,3.971559524536133,146.65925492911504,5776.463698814655,32.999399514033875,14.423498416769094,81.52765523976294,4.048514185280635,0.0,0.0,1.3524138146433338,6.429999828338623,23.865516728368302,1.0,0.0,2.9310344827586206,2.103448275862069,24.0,0.1724137931034483,0.0,0.0,0.0,0.0,24.14137902753107,86.7517239800815,0.0,-5.8717393338008605,-5.8717393338008605,-11.743478667601721,159.2648275862069,-0.4072413793103351,143.4989655172414,-0.11482758620690091,111.29689655172415,0.0010344827586241591,84.86551724137931,0.022068965517237478,142.7024137931035,-0.5831034482758501,,,159.3148275862069,0.08862068965517414,161.7603448275862,-0.05482758620689863,131.4003448275862,0.0658620689655132
2023-04-20 00:30:00,14221.5,14221.5,22.700000762939453,18.700000762939453,19.5,18.5,0.0,0.0,1.0,15.766299565633139,100.0,24.389999580383304,85.88666661580403,914.5666666666667,23.899999745686852,86.97333374023438,896.5,155.5531016031901,6378.145084635416,35.14572550455729,13.683043670654296,82.37861913045248,3.9383620023727417,151.78142903645832,6055.046435546875,34.13543993631999,13.91322717666626,82.1116350809733,3.9751627763112385,146.85154571533204,5777.747151692708,33.06507059733073,14.432106908162435,81.51739400227865,4.04996608098348,0.0,0.006666666766007741,1.3543333490689595,6.429999828338623,23.89999961853028,1.0,0.0,2.8666666666666667,2.2,24.0,0.06666666666666667,0.0,0.0,0.0,0.0,24.14499966303508,86.4300001780192,0.0,-5.974411157702211,-5.974411157702211,-11.94882231540442,159.147,-0.09999999999999432,143.79666666666668,0.2566666666666701,111.51,0.20333333333333314,84.94666666666667,0.07333333333332821,142.73666666666668,-0.09666666666666401,,,159.67333333333332,0.36333333333333445,161.55666666666667,-0.2133333333333288,131.77633333333333,0.3643333333333411
2023-04-20 02:00:00,14309.5,14309.5,22.700000762939453,18.700000762939453,19.5,18.5,0.0,0.0,1.0,15.199073791503906,100.0,24.3933329264323,85.51999944051107,916.2333333333333,23.94999980926514,86.34666646321615,903.7,155.60108998616536,6377.381819661458,35.15569547017415,13.684207089742024,82.37854537963867,3.937269139289856,151.8952433268229,6055.91953125,34.14956537882487,13.913575681050618,82.11143213907877,3.975011698404948,146.59417368570965,5777.982080078125,32.99571164449056,14.426071929931641,81.52709426879883,4.0468498229980465,0.0,0.03666666597127914,1.3460000157356262,6.440000057220459,24.0,1.0,0.0,3.0,2.0,24.0,0.1,0.0,0.0,0.0,0.0,24.17166636784872,85.9333329518636,0.0,-6.3978847050812275,-6.3978847050812275,-12.795769410162455,159.83833333333334,0.17333333333334147,144.26999999999998,0.22666666666665947,111.83500000000001,0.07000000000000266,84.86833333333334,-0.09333333333333371,142.85333333333335,-0.03666666666667121,,,147.64333333333335,0.17333333333333675,161.23499999999999,0.05166666666665284,132.21666666666664,0.2553333333333361
